0||
70|0.0,0.0,0.0,1.0,0.875,1.0|DOWN
71|0.0625,0.0,0.0625,0.9375,0.9375,0.9375|
72|0.0,0.0,0.375,1.0,1.5,0.625;0.375,0.0,0.0,0.625,1.5,0.375;0.375,0.0,0.625,0.625,1.5,1.0|
73|0.375,0.0,0.0,0.625,1.5,1.0;0.625,0.0,0.375,1.0,1.5,0.625|
74|0.0,0.0,0.375,1.0,1.5,0.625;0.375,0.0,0.0,0.625,1.5,0.375|
75|0.375,0.0,0.0,0.625,1.5,0.625;0.625,0.0,0.375,1.0,1.5,0.625|
76|0.0,0.0,0.375,1.0,1.5,0.625;0.375,0.0,0.625,0.625,1.5,1.0|
77|0.375,0.0,0.375,0.625,1.5,1.0;0.625,0.0,0.375,1.0,1.5,0.625|
78|0.0,0.0,0.375,1.0,1.5,0.625|
79|0.375,0.0,0.375,1.0,1.5,0.625|
80|0.0,0.0,0.375,0.625,1.5,0.625;0.375,0.0,0.0,0.625,1.5,0.375;0.375,0.0,0.625,0.625,1.5,1.0|
81|0.375,0.0,0.0,0.625,1.5,1.0|
82|0.0,0.0,0.375,0.625,1.5,0.625;0.375,0.0,0.0,0.625,1.5,0.375|
83|0.375,0.0,0.0,0.625,1.5,0.625|
84|0.0,0.0,0.375,0.625,1.5,0.625;0.375,0.0,0.625,0.625,1.5,1.0|
85|0.375,0.0,0.375,0.625,1.5,1.0|
86|0.0,0.0,0.375,0.625,1.5,0.625|
87|0.375,0.0,0.375,0.625,1.5,0.625|
88|0.0625,0.0,0.0625,0.9375,0.5,0.9375|
89|0.1875,0.0,0.0625,0.9375,0.5,0.9375|
90|0.3125,0.0,0.0625,0.9375,0.5,0.9375|
91|0.4375,0.0,0.0625,0.9375,0.5,0.9375|
92|0.5625,0.0,0.0625,0.9375,0.5,0.9375|
93|0.6875,0.0,0.0625,0.9375,0.5,0.9375|
94|0.8125,0.0,0.0625,0.9375,0.5,0.9375|
95|0.0,0.8125,0.0,1.0,1.0,1.0|UP
96|0.0,0.0,0.0,1.0,0.1875,1.0|DOWN
97|0.0,0.0,0.4375,1.0,1.0,0.5625;0.4375,0.0,0.0,0.5625,1.0,0.4375;0.4375,0.0,0.5625,0.5625,1.0,1.0|
98|0.4375,0.0,0.0,0.5625,1.0,1.0;0.5625,0.0,0.4375,1.0,1.0,0.5625|
99|0.0,0.0,0.4375,1.0,1.0,0.5625;0.4375,0.0,0.0,0.5625,1.0,0.4375|
100|0.4375,0.0,0.0,0.5625,1.0,0.5625;0.5625,0.0,0.4375,1.0,1.0,0.5625|
101|0.0,0.0,0.4375,1.0,1.0,0.5625;0.4375,0.0,0.5625,0.5625,1.0,1.0|
102|0.4375,0.0,0.4375,0.5625,1.0,1.0;0.5625,0.0,0.4375,1.0,1.0,0.5625|
103|0.0,0.0,0.4375,1.0,1.0,0.5625|
104|0.4375,0.0,0.4375,1.0,1.0,0.5625|
105|0.0,0.0,0.4375,0.5625,1.0,0.5625;0.4375,0.0,0.0,0.5625,1.0,0.4375;0.4375,0.0,0.5625,0.5625,1.0,1.0|
106|0.4375,0.0,0.0,0.5625,1.0,1.0|
107|0.0,0.0,0.4375,0.5625,1.0,0.5625;0.4375,0.0,0.0,0.5625,1.0,0.4375|
108|0.4375,0.0,0.0,0.5625,1.0,0.5625|
109|0.0,0.0,0.4375,0.5625,1.0,0.5625;0.4375,0.0,0.5625,0.5625,1.0,1.0|
110|0.4375,0.0,0.4375,0.5625,1.0,1.0|
111|0.0,0.0,0.4375,0.5625,1.0,0.5625|
112|0.4375,0.0,0.4375,0.5625,1.0,0.5625|
113|0.0,0.40625,0.40625,1.0,0.59375,0.59375|
114|0.40625,0.0,0.40625,0.59375,1.0,0.59375|
115|0.40625,0.40625,0.0,0.59375,0.59375,1.0|
116|0.0,0.3125,0.375,1.0,1.5,0.625|
117|0.375,0.3125,0.0,0.625,1.5,1.0|
118|0.0625,0.0,0.0625,0.9375,0.09375,0.9375|
119|0.0,0.5,0.0,1.0,1.0,1.0|UP
120|0.25,0.0,0.25,0.75,1.5,0.75|
121|0.0,0.0,0.3125,0.75,1.5,0.6875;0.25,0.0,0.25,0.75,1.5,0.3125;0.25,0.0,0.6875,0.75,1.5,0.75|
122|0.0,0.0,0.3125,0.6875,1.5,0.6875|
123|0.25,0.0,0.25,0.75,1.5,0.75;0.3125,0.0,0.75,0.6875,1.5,1.0|
124|0.0,0.0,0.3125,0.75,1.5,0.6875;0.25,0.0,0.25,0.75,1.5,0.3125;0.25,0.0,0.6875,0.75,1.5,0.75;0.3125,0.0,0.75,0.6875,1.5,1.0|
125|0.3125,0.0,0.3125,0.6875,1.5,1.0|
126|0.0,0.0,0.3125,0.6875,1.5,0.6875;0.3125,0.0,0.6875,0.6875,1.5,1.0|
127|0.25,0.0,0.25,0.75,1.5,0.75;0.3125,0.0,0.0,0.6875,1.5,0.25|
128|0.0,0.0,0.3125,0.75,1.5,0.6875;0.25,0.0,0.25,0.75,1.5,0.3125;0.25,0.0,0.6875,0.75,1.5,0.75;0.3125,0.0,0.0,0.6875,1.5,0.25|
129|0.3125,0.0,0.0,0.6875,1.5,0.6875|
130|0.0,0.0,0.3125,0.6875,1.5,0.6875;0.3125,0.0,0.0,0.6875,1.5,0.3125|
131|0.25,0.0,0.25,0.75,1.5,0.75;0.3125,0.0,0.0,0.6875,1.5,0.25;0.3125,0.0,0.75,0.6875,1.5,1.0|
132|0.0,0.0,0.3125,0.75,1.5,0.6875;0.25,0.0,0.25,0.75,1.5,0.3125;0.25,0.0,0.6875,0.75,1.5,0.75;0.3125,0.0,0.0,0.6875,1.5,0.25;0.3125,0.0,0.75,0.6875,1.5,1.0|
133|0.3125,0.0,0.0,0.6875,1.5,1.0|
134|0.0,0.0,0.3125,0.6875,1.5,0.6875;0.3125,0.0,0.0,0.6875,1.5,0.3125;0.3125,0.0,0.6875,0.6875,1.5,1.0|
135|0.25,0.0,0.25,0.75,1.5,0.75;0.75,0.0,0.3125,1.0,1.5,0.6875|
136|0.0,0.0,0.3125,1.0,1.5,0.6875;0.25,0.0,0.25,0.75,1.5,0.3125;0.25,0.0,0.6875,0.75,1.5,0.75|
137|0.3125,0.0,0.3125,1.0,1.5,0.6875|
138|0.0,0.0,0.3125,1.0,1.5,0.6875|
139|0.25,0.0,0.25,0.75,1.5,0.75;0.3125,0.0,0.75,0.6875,1.5,1.0;0.75,0.0,0.3125,1.0,1.5,0.6875|
140|0.0,0.0,0.3125,1.0,1.5,0.6875;0.25,0.0,0.25,0.75,1.5,0.3125;0.25,0.0,0.6875,0.75,1.5,0.75;0.3125,0.0,0.75,0.6875,1.5,1.0|
141|0.3125,0.0,0.3125,0.6875,1.5,1.0;0.6875,0.0,0.3125,1.0,1.5,0.6875|
142|0.0,0.0,0.3125,1.0,1.5,0.6875;0.3125,0.0,0.6875,0.6875,1.5,1.0|
143|0.25,0.0,0.25,0.75,1.5,0.75;0.3125,0.0,0.0,0.6875,1.5,0.25;0.75,0.0,0.3125,1.0,1.5,0.6875|
144|0.0,0.0,0.3125,1.0,1.5,0.6875;0.25,0.0,0.25,0.75,1.5,0.3125;0.25,0.0,0.6875,0.75,1.5,0.75;0.3125,0.0,0.0,0.6875,1.5,0.25|
145|0.3125,0.0,0.0,0.6875,1.5,0.6875;0.6875,0.0,0.3125,1.0,1.5,0.6875|
146|0.0,0.0,0.3125,1.0,1.5,0.6875;0.3125,0.0,0.0,0.6875,1.5,0.3125|
147|0.25,0.0,0.25,0.75,1.5,0.75;0.3125,0.0,0.0,0.6875,1.5,0.25;0.3125,0.0,0.75,0.6875,1.5,1.0;0.75,0.0,0.3125,1.0,1.5,0.6875|
148|0.0,0.0,0.3125,1.0,1.5,0.6875;0.25,0.0,0.25,0.75,1.5,0.3125;0.25,0.0,0.6875,0.75,1.5,0.75;0.3125,0.0,0.0,0.6875,1.5,0.25;0.3125,0.0,0.75,0.6875,1.5,1.0|
149|0.3125,0.0,0.0,0.6875,1.5,1.0;0.6875,0.0,0.3125,1.0,1.5,0.6875|
150|0.0,0.0,0.3125,1.0,1.5,0.6875;0.3125,0.0,0.0,0.6875,1.5,0.3125;0.3125,0.0,0.6875,0.6875,1.5,1.0|
151|0.0625,0.0,0.0625,0.9375,0.125,0.9375;0.4375,0.125,0.4375,0.5625,0.875,0.5625|
152|0.0,0.0,0.0,0.125,1.0,0.25;0.0,0.0,0.75,0.125,1.0,1.0;0.125,0.0,0.0,0.25,1.0,0.125;0.125,0.0,0.875,0.25,1.0,1.0;0.75,0.0,0.0,1.0,1.0,0.125;0.75,0.0,0.875,1.0,1.0,1.0;0.875,0.0,0.125,1.0,1.0,0.25;0.875,0.0,0.75,1.0,1.0,0.875;0.0,0.1875,0.25,1.0,0.25,0.75;0.125,0.1875,0.125,0.875,0.25,0.25;0.125,0.1875,0.75,0.875,0.25,0.875;0.25,0.1875,0.0,0.75,1.0,0.125;0.25,0.1875,0.875,0.75,1.0,1.0;0.0,0.25,0.25,0.125,1.0,0.75;0.875,0.25,0.25,1.0,1.0,0.75|
153|0.0,0.0,0.0,1.0,0.8125,1.0;0.25,0.8125,0.25,0.75,1.0,0.75|DOWN
154|0.0,0.0,0.0,1.0,0.8125,1.0|DOWN
155|0.0625,0.0,0.0625,0.9375,1.0,0.9375|
156|0.375,0.4375,0.0625,0.625,0.75,0.3125|
157|0.375,0.4375,0.6875,0.625,0.75,0.9375|
158|0.0625,0.4375,0.375,0.3125,0.75,0.625|
159|0.6875,0.4375,0.375,0.9375,0.75,0.625|
160|0.3125,0.3125,0.0625,0.6875,0.75,0.4375|
161|0.3125,0.3125,0.5625,0.6875,0.75,0.9375|
162|0.0625,0.3125,0.3125,0.4375,0.75,0.6875|
163|0.5625,0.3125,0.3125,0.9375,0.75,0.6875|
164|0.25,0.1875,0.0625,0.75,0.75,0.5625|
165|0.25,0.1875,0.4375,0.75,0.75,0.9375|
166|0.0625,0.1875,0.25,0.5625,0.75,0.75|
167|0.4375,0.1875,0.25,0.9375,0.75,0.75|
168|0.3125,0.0,0.3125,0.6875,0.375,0.6875|
169|0.25,0.0,0.25,0.75,0.5,0.75|
170|0.25,0.25,0.5,0.75,0.75,1.0|
171|0.25,0.25,0.0,0.75,0.75,0.5|
172|0.5,0.25,0.25,1.0,0.75,0.75|
173|0.0,0.25,0.25,0.5,0.75,0.75|
174|0.1875,0.0,0.1875,0.8125,0.5,0.8125|
175|0.1875,0.25,0.5,0.8125,0.75,1.0|
176|0.1875,0.25,0.0,0.8125,0.75,0.5|
177|0.5,0.25,0.1875,1.0,0.75,0.8125|
178|0.0,0.25,0.1875,0.5,0.75,0.8125|
179|0.125,0.0,0.125,0.875,0.25,0.875;0.25,0.25,0.1875,0.75,0.3125,0.8125;0.375,0.3125,0.25,0.625,1.0,0.75;0.1875,0.625,0.0,0.375,1.0,1.0;0.375,0.625,0.0,0.8125,1.0,0.25;0.375,0.625,0.75,0.8125,1.0,1.0;0.625,0.625,0.25,0.8125,1.0,0.75|
180|0.125,0.0,0.125,0.875,0.25,0.875;0.1875,0.25,0.25,0.8125,0.3125,0.75;0.25,0.3125,0.375,0.75,1.0,0.625;0.0,0.625,0.1875,0.25,1.0,0.8125;0.25,0.625,0.1875,1.0,1.0,0.375;0.25,0.625,0.625,1.0,1.0,0.8125;0.75,0.625,0.375,1.0,1.0,0.625|
181|0.375,0.0,0.375,0.625,0.6875,0.625;0.25,0.25,0.25,0.375,0.6875,0.75;0.375,0.25,0.25,0.75,0.6875,0.375;0.375,0.25,0.625,0.75,0.6875,0.75;0.625,0.25,0.375,0.75,0.6875,0.625;0.0,0.625,0.0,0.25,0.6875,1.0;0.25,0.625,0.0,1.0,0.6875,0.25;0.25,0.625,0.75,1.0,0.6875,1.0;0.75,0.625,0.25,1.0,0.6875,0.75;0.0,0.6875,0.0,0.125,1.0,1.0;0.125,0.6875,0.0,1.0,1.0,0.125;0.125,0.6875,0.875,1.0,1.0,1.0;0.875,0.6875,0.125,1.0,1.0,0.875|
182|0.25,0.25,0.25,0.75,0.6875,0.75;0.375,0.25,0.0,0.625,0.5,0.25;0.0,0.625,0.0,0.25,0.6875,1.0;0.25,0.625,0.0,1.0,0.6875,0.25;0.25,0.625,0.75,1.0,0.6875,1.0;0.75,0.625,0.25,1.0,0.6875,0.75;0.0,0.6875,0.0,0.125,1.0,1.0;0.125,0.6875,0.0,1.0,1.0,0.125;0.125,0.6875,0.875,1.0,1.0,1.0;0.875,0.6875,0.125,1.0,1.0,0.875|
183|0.25,0.25,0.25,0.75,0.6875,0.75;0.375,0.25,0.75,0.625,0.5,1.0;0.0,0.625,0.0,0.25,0.6875,1.0;0.25,0.625,0.0,1.0,0.6875,0.25;0.25,0.625,0.75,1.0,0.6875,1.0;0.75,0.625,0.25,1.0,0.6875,0.75;0.0,0.6875,0.0,0.125,1.0,1.0;0.125,0.6875,0.0,1.0,1.0,0.125;0.125,0.6875,0.875,1.0,1.0,1.0;0.875,0.6875,0.125,1.0,1.0,0.875|
184|0.0,0.25,0.375,0.75,0.5,0.625;0.25,0.25,0.25,0.75,0.6875,0.375;0.25,0.25,0.625,0.75,0.6875,0.75;0.25,0.5,0.375,0.75,0.6875,0.625;0.0,0.625,0.0,0.25,0.6875,1.0;0.25,0.625,0.0,1.0,0.6875,0.25;0.25,0.625,0.75,1.0,0.6875,1.0;0.75,0.625,0.25,1.0,0.6875,0.75;0.0,0.6875,0.0,0.125,1.0,1.0;0.125,0.6875,0.0,1.0,1.0,0.125;0.125,0.6875,0.875,1.0,1.0,1.0;0.875,0.6875,0.125,1.0,1.0,0.875|
185|0.25,0.25,0.25,0.75,0.6875,0.75;0.75,0.25,0.375,1.0,0.5,0.625;0.0,0.625,0.0,0.25,0.6875,1.0;0.25,0.625,0.0,1.0,0.6875,0.25;0.25,0.625,0.75,1.0,0.6875,1.0;0.75,0.625,0.25,1.0,0.6875,0.75;0.0,0.6875,0.0,0.125,1.0,1.0;0.125,0.6875,0.0,1.0,1.0,0.125;0.125,0.6875,0.875,1.0,1.0,1.0;0.875,0.6875,0.125,1.0,1.0,0.875|
186|0.0,0.0,0.0,1.0,0.0625,1.0|DOWN
187|0.375,0.375,0.0,0.625,0.625,1.0|
188|0.0,0.375,0.375,1.0,0.625,0.625|
189|0.375,0.0,0.375,0.625,1.0,0.625|
190|0.1875,0.0,0.1875,0.8125,1.0,0.8125;0.0,0.1875,0.1875,0.1875,0.8125,0.8125;0.1875,0.1875,0.0,0.8125,0.8125,0.1875;0.1875,0.1875,0.8125,0.8125,0.8125,1.0;0.8125,0.1875,0.1875,1.0,0.8125,0.8125|
191|0.1875,0.0,0.1875,0.8125,1.0,0.8125;0.1875,0.1875,0.0,0.8125,0.8125,0.1875;0.1875,0.1875,0.8125,0.8125,0.8125,1.0;0.8125,0.1875,0.1875,1.0,0.8125,0.8125|
192|0.1875,0.0,0.1875,0.8125,0.8125,0.8125;0.0,0.1875,0.1875,0.1875,0.8125,0.8125;0.1875,0.1875,0.0,0.8125,0.8125,0.1875;0.1875,0.1875,0.8125,0.8125,0.8125,1.0;0.8125,0.1875,0.1875,1.0,0.8125,0.8125|
193|0.1875,0.0,0.1875,0.8125,0.8125,0.8125;0.1875,0.1875,0.0,0.8125,0.8125,0.1875;0.1875,0.1875,0.8125,0.8125,0.8125,1.0;0.8125,0.1875,0.1875,1.0,0.8125,0.8125|
194|0.1875,0.0,0.1875,0.8125,1.0,0.8125;0.0,0.1875,0.1875,0.1875,0.8125,0.8125;0.1875,0.1875,0.0,0.8125,0.8125,0.1875;0.8125,0.1875,0.1875,1.0,0.8125,0.8125|
195|0.1875,0.0,0.1875,0.8125,1.0,0.8125;0.1875,0.1875,0.0,0.8125,0.8125,0.1875;0.8125,0.1875,0.1875,1.0,0.8125,0.8125|
196|0.1875,0.0,0.1875,0.8125,0.8125,0.8125;0.0,0.1875,0.1875,0.1875,0.8125,0.8125;0.1875,0.1875,0.0,0.8125,0.8125,0.1875;0.8125,0.1875,0.1875,1.0,0.8125,0.8125|
197|0.1875,0.0,0.1875,0.8125,0.8125,0.8125;0.1875,0.1875,0.0,0.8125,0.8125,0.1875;0.8125,0.1875,0.1875,1.0,0.8125,0.8125|
198|0.1875,0.0,0.1875,0.8125,1.0,0.8125;0.0,0.1875,0.1875,0.1875,0.8125,0.8125;0.1875,0.1875,0.8125,0.8125,0.8125,1.0;0.8125,0.1875,0.1875,1.0,0.8125,0.8125|
199|0.1875,0.0,0.1875,0.8125,1.0,0.8125;0.1875,0.1875,0.8125,0.8125,0.8125,1.0;0.8125,0.1875,0.1875,1.0,0.8125,0.8125|
200|0.1875,0.0,0.1875,0.8125,0.8125,0.8125;0.0,0.1875,0.1875,0.1875,0.8125,0.8125;0.1875,0.1875,0.8125,0.8125,0.8125,1.0;0.8125,0.1875,0.1875,1.0,0.8125,0.8125|
201|0.1875,0.0,0.1875,0.8125,0.8125,0.8125;0.1875,0.1875,0.8125,0.8125,0.8125,1.0;0.8125,0.1875,0.1875,1.0,0.8125,0.8125|
202|0.1875,0.0,0.1875,0.8125,1.0,0.8125;0.0,0.1875,0.1875,0.1875,0.8125,0.8125;0.8125,0.1875,0.1875,1.0,0.8125,0.8125|
203|0.1875,0.0,0.1875,0.8125,1.0,0.8125;0.8125,0.1875,0.1875,1.0,0.8125,0.8125|
204|0.1875,0.0,0.1875,0.8125,0.8125,0.8125;0.0,0.1875,0.1875,0.1875,0.8125,0.8125;0.8125,0.1875,0.1875,1.0,0.8125,0.8125|
205|0.1875,0.0,0.1875,0.8125,0.8125,0.8125;0.8125,0.1875,0.1875,1.0,0.8125,0.8125|
206|0.1875,0.0,0.1875,0.8125,1.0,0.8125;0.0,0.1875,0.1875,0.1875,0.8125,0.8125;0.1875,0.1875,0.0,0.8125,0.8125,0.1875;0.1875,0.1875,0.8125,0.8125,0.8125,1.0|
207|0.1875,0.0,0.1875,0.8125,1.0,0.8125;0.1875,0.1875,0.0,0.8125,0.8125,0.1875;0.1875,0.1875,0.8125,0.8125,0.8125,1.0|
208|0.1875,0.0,0.1875,0.8125,0.8125,0.8125;0.0,0.1875,0.1875,0.1875,0.8125,0.8125;0.1875,0.1875,0.0,0.8125,0.8125,0.1875;0.1875,0.1875,0.8125,0.8125,0.8125,1.0|
209|0.1875,0.0,0.1875,0.8125,0.8125,0.8125;0.1875,0.1875,0.0,0.8125,0.8125,0.1875;0.1875,0.1875,0.8125,0.8125,0.8125,1.0|
210|0.1875,0.0,0.1875,0.8125,1.0,0.8125;0.0,0.1875,0.1875,0.1875,0.8125,0.8125;0.1875,0.1875,0.0,0.8125,0.8125,0.1875|
211|0.1875,0.0,0.1875,0.8125,1.0,0.8125;0.1875,0.1875,0.0,0.8125,0.8125,0.1875|
212|0.1875,0.0,0.1875,0.8125,0.8125,0.8125;0.0,0.1875,0.1875,0.1875,0.8125,0.8125;0.1875,0.1875,0.0,0.8125,0.8125,0.1875|
213|0.1875,0.0,0.1875,0.8125,0.8125,0.8125;0.1875,0.1875,0.0,0.8125,0.8125,0.1875|
214|0.1875,0.0,0.1875,0.8125,1.0,0.8125;0.0,0.1875,0.1875,0.1875,0.8125,0.8125;0.1875,0.1875,0.8125,0.8125,0.8125,1.0|
215|0.1875,0.0,0.1875,0.8125,1.0,0.8125;0.1875,0.1875,0.8125,0.8125,0.8125,1.0|
216|0.1875,0.0,0.1875,0.8125,0.8125,0.8125;0.0,0.1875,0.1875,0.1875,0.8125,0.8125;0.1875,0.1875,0.8125,0.8125,0.8125,1.0|
217|0.1875,0.0,0.1875,0.8125,0.8125,0.8125;0.1875,0.1875,0.8125,0.8125,0.8125,1.0|
218|0.1875,0.0,0.1875,0.8125,1.0,0.8125;0.0,0.1875,0.1875,0.1875,0.8125,0.8125|
219|0.1875,0.0,0.1875,0.8125,0.8125,0.8125;0.0,0.1875,0.1875,0.1875,0.8125,0.8125|
220|0.1875,0.0,0.1875,0.8125,0.8125,0.8125|
